before_char_normalization	en-dash	em-dash	plus-minus	strip_whitespace	remove_multi_whitespace	convert_to_ascii	lowercase	after_char_normalization	index
18-58 years	N	N	N	N	N	N	N	18-58 years	3938
1-25 years	N	N	N	N	N	N	N	1-25 years	3939
6 weeks	N	N	N	N	N	N	N	6 weeks	3940
6 to 8 weeks	N	N	N	N	N	N	N	6 to 8 weeks	3941
22-46 years	N	N	N	N	N	N	N	22-46 years	3942
20 to 70 years	N	N	N	N	N	N	N	20 to 70 years	3943
22 to 60 yeras	N	N	N	N	N	N	N	22 to 60 yeras	3944
6 to 10 weeks	N	N	N	N	N	N	N	6 to 10 weeks	3945
27.5 to 32.5 months	N	N	N	N	N	N	N	27.5 to 32.5 months	3946
17-47 years	N	N	N	N	N	N	N	17-47 years	3947
25–87 years	Y	N	N	N	N	N	N	25-87 years	3948
6-8	N	N	N	N	N	N	N	6-8	3949
24–88 years	Y	N	N	N	N	N	N	24-88 years	3950
24–87 years	Y	N	N	N	N	N	N	24-87 years	3951
25–88 years	Y	N	N	N	N	N	N	25-88 years	3952
8 to 12 weeks	N	N	N	N	N	N	N	8 to 12 weeks	3953
24-88 years	N	N	N	N	N	N	N	24-88 years	3954
24-87 years	N	N	N	N	N	N	N	24-87 years	3955
27 to 59 years	N	N	N	N	N	N	N	27 to 59 years	3956
young adults	N	N	N	N	N	N	N	young adults	3957
young adults	N	N	N	N	N	N	N	young adults	3958
young adults	N	N	N	N	N	N	N	young adults	3959
young adults	N	N	N	N	N	N	N	young adults	3960
32-85 years	N	N	N	N	N	N	N	32-85 years	3961
6 to 10 weeks	N	N	N	N	N	N	N	6 to 10 weeks	3962
17-41 years	N	N	N	N	N	N	N	17-41 years	3963
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	3964
young adults	N	N	N	N	N	N	N	young adults	3965
young adults	N	N	N	N	N	N	N	young adults	3966
< 6 weeks	N	N	N	N	N	N	N	< 6 weeks	3967
> 6 weeks	N	N	N	N	N	N	N	> 6 weeks	3968
6 and 12 weeks	N	N	N	N	N	N	N	6 and 12 weeks	3969
5 to 6 weeks	N	N	N	N	N	N	N	5 to 6 weeks	3970
19 to 65 years	N	N	N	N	N	N	N	19 to 65 years	3971
6 to 7 weeks	N	N	N	N	N	N	N	6 to 7 weeks	3972
12 months	N	N	N	N	N	N	N	12 months	3973
3 to 8 months	N	N	N	N	N	N	N	3 to 8 months	3974
3 to 8 months	N	N	N	N	N	N	N	3 to 8 months	3975
calf	N	N	N	N	N	N	N	calf	3976
6 weeks	N	N	N	N	N	N	N	6 weeks	3977
11 weeks	N	N	N	N	N	N	N	11 weeks	3978
53 to 83 years	N	N	N	N	N	N	N	53 to 83 years	3979
32 to 78 years	N	N	N	N	N	N	N	32 to 78 years	3980
2-3 months	N	N	N	N	N	N	N	2-3 months	3981
8 to 12 weeks	N	N	N	N	N	N	N	8 to 12 weeks	3982
41 to 75 years	N	N	N	N	N	N	N	41 to 75 years	3983
40 to 73 years	N	N	N	N	N	N	N	40 to 73 years	3984
21 to 77 years	N	N	N	N	N	N	N	21 to 77 years	3985
6 to 59 years	N	N	N	N	N	N	N	6 to 59 years	3986
≥ 18 years	N	N	N	N	N	Y	N	 18 years	3987
6 weeks	N	N	N	N	N	N	N	6 weeks	3988
10-14 months	N	N	N	N	N	N	N	10-14 months	3989
4-6 weeks	N	N	N	N	N	N	N	4-6 weeks	3990
36 to 59 years	N	N	N	N	N	N	N	36 to 59 years	3991
58	N	N	N	N	N	N	N	58	3992
21-92 years	N	N	N	N	N	N	N	21-92 years	3993
18-22 weeks	N	N	N	N	N	N	N	18-22 weeks	3994
9-14 weeks	N	N	N	N	N	N	N	9-14 weeks	3995
6 weeks	N	N	N	N	N	N	N	6 weeks	3996
6 weeks	N	N	N	N	N	N	N	6 weeks	3997
14-38 years	N	N	N	N	N	N	N	14-38 years	3998
8 to 10 weeks	N	N	N	N	N	N	N	8 to 10 weeks	3999
5 weeks	N	N	N	N	N	N	N	5 weeks	4000
2-5 months	N	N	N	N	N	N	N	2-5 months	4001
2-6 months	N	N	N	N	N	N	N	2-6 months	4002
38 to 52 years	N	N	N	N	N	N	N	38 to 52 years	4003
8-60 years	N	N	N	N	N	N	N	8-60 years	4004
20-39 years	N	N	N	N	N	N	N	20-39 years	4005
23.3 to 45.9 years	N	N	N	N	N	N	N	23.3 to 45.9 years	4006
31.2 to 63.0 years	N	N	N	N	N	N	N	31.2 to 63.0 years	4007
14 to 19 years	N	N	N	N	N	N	N	14 to 19 years	4008
23 to 74 years	N	N	N	N	N	N	N	23 to 74 years	4009
5-60 years	N	N	N	N	N	N	N	5-60 years	4010
7.3 to 60.0 years	N	N	N	N	N	N	N	7.3 to 60.0 years	4011
7.4 to 22.9 years	N	N	N	N	N	N	N	7.4 to 22.9 years	4012
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	4013
47-66 years	N	N	N	N	N	N	N	47-66 years	4014
29-39 years	N	N	N	N	N	N	N	29-39 years	4015
28-71 years	N	N	N	N	N	N	N	28-71 years	4016
6 to 12 weeks	N	N	N	N	N	N	N	6 to 12 weeks	4017
23-31 years	N	N	N	N	N	N	N	23-31 years	4018
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	4019
16-34 years	N	N	N	N	N	N	N	16-34 years	4020
54-73 years	N	N	N	N	N	N	N	54-73 years	4021
6 to 8 weeks	N	N	N	N	N	N	N	6 to 8 weeks	4022
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	4023
11-78 months	N	N	N	N	N	N	N	11-78 months	4024
18-38 months	N	N	N	N	N	N	N	18-38 months	4025
21 to 61 years	N	N	N	N	N	N	N	21 to 61 years	4026
12 to 68 years	N	N	N	N	N	N	N	12 to 68 years	4027
13-45 years	N	N	N	N	N	N	N	13-45 years	4028
46-83 years	N	N	N	N	N	N	N	46-83 years	4029
52-83 years	N	N	N	N	N	N	N	52-83 years	4030
34-61 years	N	N	N	N	N	N	N	34-61 years	4031
46-65 years	N	N	N	N	N	N	N	46-65 years	4032
12 weeks	N	N	N	N	N	N	N	12 weeks	4033
6-7 weeks	N	N	N	N	N	N	N	6-7 weeks	4034
37-58 years	N	N	N	N	N	N	N	37-58 years	4035
2-6 months	N	N	N	N	N	N	N	2-6 months	4036
30.9 to 42.1 years	N	N	N	N	N	N	N	30.9 to 42.1 years	4037
36 to 88 years	N	N	N	N	N	N	N	36 to 88 years	4038
25-69 years	N	N	N	N	N	N	N	25-69 years	4039
4-6 weeks	N	N	N	N	N	N	N	4-6 weeks	4040
8-9 weeks	N	N	N	N	N	N	N	8-9 weeks	4041
2-3 years	N	N	N	N	N	N	N	2-3 years	4042
7 to 8 weeks	N	N	N	N	N	N	N	7 to 8 weeks	4043
19 to 36 years	N	N	N	N	N	N	N	19 to 36 years	4044
12 to 36 years	N	N	N	N	N	N	N	12 to 36 years	4045
12 to 18 years	N	N	N	N	N	N	N	12 to 18 years	4046
63-79 days	N	N	N	N	N	N	N	63-79 days	4047
91 days	N	N	N	N	N	N	N	91 days	4048
5 to 25 years	N	N	N	N	N	N	N	5 to 25 years	4049
25 days	N	N	N	N	N	N	N	25 days	4050
41-59 years	N	N	N	N	N	N	N	41-59 years	4051
23-61 years	N	N	N	N	N	N	N	23-61 years	4052
18-70 years	N	N	N	N	N	N	N	18-70 years	4053
NULL	N	N	N	N	N	N	Y	null	4054
24-74 years	N	N	N	N	N	N	N	24-74 years	4055
32-64 years	N	N	N	N	N	N	N	32-64 years	4056
10 to 15 years	N	N	N	N	N	N	N	10 to 15 years	4057
11 to 27 years	N	N	N	N	N	N	N	11 to 27 years	4058
>18 years	N	N	N	N	N	N	N	>18 years	4059
27-53 years	N	N	N	N	N	N	N	27-53 years	4060
61-81 years	N	N	N	N	N	N	N	61-81 years	4061
59-71 years	N	N	N	N	N	N	N	59-71 years	4062
22-75 years	N	N	N	N	N	N	N	22-75 years	4063
22-71 years	N	N	N	N	N	N	N	22-71 years	4064
8-16 weeks	N	N	N	N	N	N	N	8-16 weeks	4065
8-16 weeks	N	N	N	N	N	N	N	8-16 weeks	4066
8-16 weeks	N	N	N	N	N	N	N	8-16 weeks	4067
8 to 24 years	N	N	N	N	N	N	N	8 to 24 years	4068
8-16 weeks	N	N	N	N	N	N	N	8-16 weeks	4069
9 to 23 years	N	N	N	N	N	N	N	9 to 23 years	4070
13 to 35 years	N	N	N	N	N	N	N	13 to 35 years	4071
6 to 8 weeks	N	N	N	N	N	N	N	6 to 8 weeks	4072
2 months	N	N	N	N	N	N	N	2 months	4073
12 to 18 weeks	N	N	N	N	N	N	N	12 to 18 weeks	4074
49-61 years	N	N	N	N	N	N	N	49-61 years	4075
18 years	N	N	N	N	N	N	N	18 years	4076
Neonates (3 or 7 days)	N	N	N	N	N	N	Y	neonates (3 or 7 days)	4077
16-86 years	N	N	N	N	N	N	N	16-86 years	4078
8 to 16 weeks	N	N	N	N	N	N	N	8 to 16 weeks	4079
8-12 months	N	N	N	N	N	N	N	8-12 months	4080
NULL	N	N	N	N	N	N	Y	null	4081
7 to 10 weeks	N	N	N	N	N	N	N	7 to 10 weeks	4082
Neonates (3 days)	N	N	N	N	N	N	Y	neonates (3 days)	4083
adult	N	N	N	N	N	N	N	adult	4084
6-11 weeks	N	N	N	N	N	N	N	6-11 weeks	4085
6-11 weeks	N	N	N	N	N	N	N	6-11 weeks	4086
8 to 12 weeks	N	N	N	N	N	N	N	8 to 12 weeks	4087
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	4088
40-58 years	N	N	N	N	N	N	N	40-58 years	4089
Infant	N	N	N	N	N	N	Y	infant	4090
4 week	N	N	N	N	N	N	N	4 week	4091
5 to 6 weeks	N	N	N	N	N	N	N	5 to 6 weeks	4092
17 to 40 years	N	N	N	N	N	N	N	17 to 40 years	4093
29 and 53 years	N	N	N	N	N	N	N	29 and 53 years	4094
30 days	N	N	N	N	N	N	N	30 days	4095
20-60 years	N	N	N	N	N	N	N	20-60 years	4096
37-74	N	N	N	N	N	N	N	37-74	4097
8-16 weeks	N	N	N	N	N	N	N	8-16 weeks	4098
12 to 62 years	N	N	N	N	N	N	N	12 to 62 years	4099
24 to 42 years	N	N	N	N	N	N	N	24 to 42 years	4100
NULL	N	N	N	N	N	N	Y	null	4101
26-39 years	N	N	N	N	N	N	N	26-39 years	4102
26-62 years	N	N	N	N	N	N	N	26-62 years	4103
2-12 months	N	N	N	N	N	N	N	2-12 months	4104
8-18 weeks	N	N	N	N	N	N	N	8-18 weeks	4105
6 to 53 years	N	N	N	N	N	N	N	6 to 53 years	4106
6 yo 8 weeks	N	N	N	N	N	N	N	6 yo 8 weeks	4107
6 yo 8 weeks	N	N	N	N	N	N	N	6 yo 8 weeks	4108
53-71 years	N	N	N	N	N	N	N	53-71 years	4109
23-33 years	N	N	N	N	N	N	N	23-33 years	4110
46 to 64 years	N	N	N	N	N	N	N	46 to 64 years	4111
8 to 16 weeks	N	N	N	N	N	N	N	8 to 16 weeks	4112
8 to 16 weeks	N	N	N	N	N	N	N	8 to 16 weeks	4113
55 to 70 years	N	N	N	N	N	N	N	55 to 70 years	4114
8 to 16 weeks	N	N	N	N	N	N	N	8 to 16 weeks	4115
8 to 16 weeks	N	N	N	N	N	N	N	8 to 16 weeks	4116
21.6 to 60.6 years	N	N	N	N	N	N	N	21.6 to 60.6 years	4117
6 weeks	N	N	N	N	N	N	N	6 weeks	4118
Pediatric	N	N	N	N	N	N	Y	pediatric	4119
27-82 years	N	N	N	N	N	N	N	27-82 years	4120
12-18 weeks	N	N	N	N	N	N	N	12-18 weeks	4121
3-65 years	N	N	N	N	N	N	N	3-65 years	4122
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	4123
45 to 72 years	N	N	N	N	N	N	N	45 to 72 years	4124
6 weeks	N	N	N	N	N	N	N	6 weeks	4125
55	N	N	N	N	N	N	N	55	4126
7-21 years	N	N	N	N	N	N	N	7-21 years	4127
5 to 8 weeks	N	N	N	N	N	N	N	5 to 8 weeks	4128
18 to 43 years	N	N	N	N	N	N	N	18 to 43 years	4129
19 to 59 years	N	N	N	N	N	N	N	19 to 59 years	4130
2.5 to 17 years	N	N	N	N	N	N	N	2.5 to 17 years	4131
10 to 14 weeks	N	N	N	N	N	N	N	10 to 14 weeks	4132
62 years	N	N	N	N	N	N	N	62 years	4133
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	4134
22 to >60 years	N	N	N	N	N	N	N	22 to >60 years	4135
65-78 years	N	N	N	N	N	N	N	65-78 years	4136
28 to 69 years	N	N	N	N	N	N	N	28 to 69 years	4137
77 years	N	N	N	N	N	N	N	77 years	4138
14-16 weeks	N	N	N	N	N	N	N	14-16 weeks	4139
65-72 years	N	N	N	N	N	N	N	65-72 years	4140
5 weeks	N	N	N	N	N	N	N	5 weeks	4141
6 months	N	N	N	N	N	N	N	6 months	4142
>40 years	N	N	N	N	N	N	N	>40 years	4143
9-64 years	N	N	N	N	N	N	N	9-64 years	4144
Adult	N	N	N	N	N	N	Y	adult	4145
7-14 weeks	N	N	N	N	N	N	N	7-14 weeks	4146
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	4147
6 to 7 months	N	N	N	N	N	N	N	6 to 7 months	4148
9 weeks	N	N	N	N	N	N	N	9 weeks	4149
12-16 weeks or 18-22 months	N	N	N	N	N	N	N	12-16 weeks or 18-22 months	4150
5–10 weeks old	Y	N	N	N	N	N	N	5-10 weeks old	4151
10 to 41 years	N	N	N	N	N	N	N	10 to 41 years	4152
9 to 64 years	N	N	N	N	N	N	N	9 to 64 years	4153
8 to 62 years	N	N	N	N	N	N	N	8 to 62 years	4154
24 to 34 years	N	N	N	N	N	N	N	24 to 34 years	4155
12 to 18 weeks	N	N	N	N	N	N	N	12 to 18 weeks	4156
8 to 64 years	N	N	N	N	N	N	N	8 to 64 years	4157
10-12 weeks	N	N	N	N	N	N	N	10-12 weeks	4158
6 to 9 months	N	N	N	N	N	N	N	6 to 9 months	4159
0-6 years	N	N	N	N	N	N	N	0-6 years	4160
35-51 years	N	N	N	N	N	N	N	35-51 years	4161
38-51 years	N	N	N	N	N	N	N	38-51 years	4162
39-41 years	N	N	N	N	N	N	N	39-41 years	4163
10 to 56 years	N	N	N	N	N	N	N	10 to 56 years	4164
18 years or older	N	N	N	N	N	N	N	18 years or older	4165
8 to 47 years	N	N	N	N	N	N	N	8 to 47 years	4166
12 to 61 years	N	N	N	N	N	N	N	12 to 61 years	4167
29 to 56 years	N	N	N	N	N	N	N	29 to 56 years	4168
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	4169
32 to 56 years	N	N	N	N	N	N	N	32 to 56 years	4170
4-5 weeks	N	N	N	N	N	N	N	4-5 weeks	4171
7 to 16 weeks	N	N	N	N	N	N	N	7 to 16 weeks	4172
8 to 12 weeks	N	N	N	N	N	N	N	8 to 12 weeks	4173
4 to 15 weeks	N	N	N	N	N	N	N	4 to 15 weeks	4174
4 to 15 weeks	N	N	N	N	N	N	N	4 to 15 weeks	4175
4 to 15 weeks	N	N	N	N	N	N	N	4 to 15 weeks	4176
3 to 67 years	N	N	N	N	N	N	N	3 to 67 years	4177
10 to 63 years	N	N	N	N	N	N	N	10 to 63 years	4178
7-62 years	N	N	N	N	N	N	N	7-62 years	4179
27-60 years	N	N	N	N	N	N	N	27-60 years	4180
24	N	N	N	N	N	N	N	24	4181
5-7 weeks	N	N	N	N	N	N	N	5-7 weeks	4182
8 weeks	N	N	N	N	N	N	N	8 weeks	4183
1-55 years	N	N	N	N	N	N	N	1-55 years	4184
12-14 weeks	N	N	N	N	N	N	N	12-14 weeks	4185
19 to 68 years	N	N	N	N	N	N	N	19 to 68 years	4186
5 months	N	N	N	N	N	N	N	5 months	4187
42 and 43 years	N	N	N	N	N	N	N	42 and 43 years	4188
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	4189
10 to 12 weeks	N	N	N	N	N	N	N	10 to 12 weeks	4190
6 weeks	N	N	N	N	N	N	N	6 weeks	4191
31-63 years	N	N	N	N	N	N	N	31-63 years	4192
15-53 years	N	N	N	N	N	N	N	15-53 years	4193
24-75	N	N	N	N	N	N	N	24-75	4194
2 months	N	N	N	N	N	N	N	2 months	4195
27-71 years	N	N	N	N	N	N	N	27-71 years	4196
12 weeks - 22 months	N	N	N	N	N	N	N	12 weeks - 22 months	4197
NULL	N	N	N	N	N	N	Y	null	4198
36-75 years	N	N	N	N	N	N	N	36-75 years	4199
7-13 months	N	N	N	N	N	N	N	7-13 months	4200
19-46 years	N	N	N	N	N	N	N	19-46 years	4201
21 -54 years	N	N	N	N	N	N	N	21 -54 years	4202
35-47 years	N	N	N	N	N	N	N	35-47 years	4203
25 weeks	N	N	N	N	N	N	N	25 weeks	4204
21-38 years	N	N	N	N	N	N	N	21-38 years	4205
52-71 years	N	N	N	N	N	N	N	52-71 years	4206
59-84 years	N	N	N	N	N	N	N	59-84 years	4207
19-71 years	N	N	N	N	N	N	N	19-71 years	4208
36 to 85 years	N	N	N	N	N	N	N	36 to 85 years	4209
26 to 34 years	N	N	N	N	N	N	N	26 to 34 years	4210
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	4211
2 months	N	N	N	N	N	N	N	2 months	4212
29-74 years	N	N	N	N	N	N	N	29-74 years	4213
23-62 years	N	N	N	N	N	N	N	23-62 years	4214
8 to 50 years	N	N	N	N	N	N	N	8 to 50 years	4215
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	4216
3.8 to 18.7 years	N	N	N	N	N	N	N	3.8 to 18.7 years	4217
32 or 34 years	N	N	N	N	N	N	N	32 or 34 years	4218
14-28 years	N	N	N	N	N	N	N	14-28 years	4219
4 weeks	N	N	N	N	N	N	N	4 weeks	4220
2 to 14 years	N	N	N	N	N	N	N	2 to 14 years	4221
6 to 34 years	N	N	N	N	N	N	N	6 to 34 years	4222
19-45	N	N	N	N	N	N	N	19-45	4223
5 weeks-old	N	N	N	N	N	N	N	5 weeks-old	4224
12 weeks to 20 months	N	N	N	N	N	N	N	12 weeks to 20 months	4225
6 weeks to 20 months	N	N	N	N	N	N	N	6 weeks to 20 months	4226
12-24 years	N	N	N	N	N	N	N	12-24 years	4227
8-9 weeks	N	N	N	N	N	N	N	8-9 weeks	4228
45-71 years	N	N	N	N	N	N	N	45-71 years	4229
3-4 years	N	N	N	N	N	N	N	3-4 years	4230
28-54 years	N	N	N	N	N	N	N	28-54 years	4231
46-86 years	N	N	N	N	N	N	N	46-86 years	4232
39-75 years	N	N	N	N	N	N	N	39-75 years	4233
5 to 12 weeks	N	N	N	N	N	N	N	5 to 12 weeks	4234
9-52 years	N	N	N	N	N	N	N	9-52 years	4235
3 to 5 weeks	N	N	N	N	N	N	N	3 to 5 weeks	4236
20 to 74 years	N	N	N	N	N	N	N	20 to 74 years	4237
24 to 37 years	N	N	N	N	N	N	N	24 to 37 years	4238
15 to 27 years	N	N	N	N	N	N	N	15 to 27 years	4239
8 months	N	N	N	N	N	N	N	8 months	4240
19-63 years	N	N	N	N	N	N	N	19-63 years	4241
16-74 years	N	N	N	N	N	N	N	16-74 years	4242
14-45 years	N	N	N	N	N	N	N	14-45 years	4243
36-84 years	N	N	N	N	N	N	N	36-84 years	4244
21 to 53 years	N	N	N	N	N	N	N	21 to 53 years	4245
NULL	N	N	N	N	N	N	Y	null	4246
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	4247
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	4248
22-46	N	N	N	N	N	N	N	22-46	4249
29-83	N	N	N	N	N	N	N	29-83	4250
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	4251
58.8 (average)	N	N	N	N	N	N	N	58.8 (average)	4252
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	4253
18-73 years	N	N	N	N	N	N	N	18-73 years	4254
19 to 27 years	N	N	N	N	N	N	N	19 to 27 years	4255
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	4256
20-66 years	N	N	N	N	N	N	N	20-66 years	4257
37 to 61 years old	N	N	N	N	N	N	N	37 to 61 years old	4258
21 to 66 years	N	N	N	N	N	N	N	21 to 66 years	4259
12-24 months	N	N	N	N	N	N	N	12-24 months	4260
7-53 years	N	N	N	N	N	N	N	7-53 years	4261
5-15 years	N	N	N	N	N	N	N	5-15 years	4262
8-17 years	N	N	N	N	N	N	N	8-17 years	4263
20 to 72 years	N	N	N	N	N	N	N	20 to 72 years	4264
NULL	N	N	N	N	N	N	Y	null	4265
50-80 years	N	N	N	N	N	N	N	50-80 years	4266
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	4267
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	4268
9-10 weeks	N	N	N	N	N	N	N	9-10 weeks	4269
47-58 years	N	N	N	N	N	N	N	47-58 years	4270
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	4271
14 to 38 years	N	N	N	N	N	N	N	14 to 38 years	4272
10 weeks or older	N	N	N	N	N	N	N	10 weeks or older	4273
20 to 41 years	N	N	N	N	N	N	N	20 to 41 years	4274
5 to 20 weeks	N	N	N	N	N	N	N	5 to 20 weeks	4275
20-77 years	N	N	N	N	N	N	N	20-77 years	4276
14-53 years	N	N	N	N	N	N	N	14-53 years	4277
24-81 years	N	N	N	N	N	N	N	24-81 years	4278
0-2 years	N	N	N	N	N	N	N	0-2 years	4279
3-4 weeks	N	N	N	N	N	N	N	3-4 weeks	4280
20 to 58 years	N	N	N	N	N	N	N	20 to 58 years	4281
5 weeks	N	N	N	N	N	N	N	5 weeks	4282
14-56	N	N	N	N	N	N	N	14-56	4283
NULL	N	N	N	N	N	N	Y	null	4284
5-70 years	N	N	N	N	N	N	N	5-70 years	4285
15-44 years	N	N	N	N	N	N	N	15-44 years	4286
26-78 years	N	N	N	N	N	N	N	26-78 years	4287
21-81 years	N	N	N	N	N	N	N	21-81 years	4288
27-65 years	N	N	N	N	N	N	N	27-65 years	4289
30.1 to 59.1 years	N	N	N	N	N	N	N	30.1 to 59.1 years	4290
2-56 years	N	N	N	N	N	N	N	2-56 years	4291
2-43 years	N	N	N	N	N	N	N	2-43 years	4292
33	N	N	N	N	N	N	N	33	4293
6 to 8 weeks	N	N	N	N	N	N	N	6 to 8 weeks	4294
6 to 8 weeks	N	N	N	N	N	N	N	6 to 8 weeks	4295
24 to 82 years	N	N	N	N	N	N	N	24 to 82 years	4296
73 years	N	N	N	N	N	N	N	73 years	4297
6 to 10 weeks	N	N	N	N	N	N	N	6 to 10 weeks	4298
40 to 62.1 years	N	N	N	N	N	N	N	40 to 62.1 years	4299
35-73 Years	N	N	N	N	N	N	Y	35-73 years	4300
6-14 weeks	N	N	N	N	N	N	N	6-14 weeks	4301
44-60 years	N	N	N	N	N	N	N	44-60 years	4302
> 50 years	N	N	N	N	N	N	N	> 50 years	4303
mean 34.59 years	N	N	N	N	N	N	N	mean 34.59 years	4304
32-74 years	N	N	N	N	N	N	N	32-74 years	4305
57-79 years	N	N	N	N	N	N	N	57-79 years	4306
6 to 10 weeks	N	N	N	N	N	N	N	6 to 10 weeks	4307
5 to 6 weeks	N	N	N	N	N	N	N	5 to 6 weeks	4308
46 to 84 years	N	N	N	N	N	N	N	46 to 84 years	4309
4-8 years	N	N	N	N	N	N	N	4-8 years	4310
2-6 months	N	N	N	N	N	N	N	2-6 months	4311
2-6 months	N	N	N	N	N	N	N	2-6 months	4312
15-21 years	N	N	N	N	N	N	N	15-21 years	4313
2-6 months	N	N	N	N	N	N	N	2-6 months	4314
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	4315
22-58 years	N	N	N	N	N	N	N	22-58 years	4316
18-69 years	N	N	N	N	N	N	N	18-69 years	4317
6 ± 2 weeks	N	N	Y	N	N	N	N	6 +/- 2 weeks	4318
6 to 10 months	N	N	N	N	N	N	N	6 to 10 months	4319
25-41 years	N	N	N	N	N	N	N	25-41 years	4320
15-38 years	N	N	N	N	N	N	N	15-38 years	4321
25-82 years	N	N	N	N	N	N	N	25-82 years	4322
48-79 years	N	N	N	N	N	N	N	48-79 years	4323
18-52 years	N	N	N	N	N	N	N	18-52 years	4324
41-78 years	N	N	N	N	N	N	N	41-78 years	4325
13-75 years	N	N	N	N	N	N	N	13-75 years	4326
36-56 years	N	N	N	N	N	N	N	36-56 years	4327
7 to 62 years	N	N	N	N	N	N	N	7 to 62 years	4328
22 to 45 years	N	N	N	N	N	N	N	22 to 45 years	4329
19 to 44 years	N	N	N	N	N	N	N	19 to 44 years	4330
6 to 10 weeks	N	N	N	N	N	N	N	6 to 10 weeks	4331
over 5 weeks	N	N	N	N	N	N	N	over 5 weeks	4332
36 to 68.2 years	N	N	N	N	N	N	N	36 to 68.2 years	4333
19.9 to 22.1 years	N	N	N	N	N	N	N	19.9 to 22.1 years	4334
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	4335
7-10 weeks	N	N	N	N	N	N	N	7-10 weeks	4336
29-45 years	N	N	N	N	N	N	N	29-45 years	4337
12-48 years	N	N	N	N	N	N	N	12-48 years	4338
21, 25 and 44 years	N	N	N	N	N	N	N	21, 25 and 44 years	4339
21-70 years	N	N	N	N	N	N	N	21-70 years	4340
18-46 years	N	N	N	N	N	N	N	18-46 years	4341
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	4342
7 to 48 years	N	N	N	N	N	N	N	7 to 48 years	4343
51-53 years	N	N	N	N	N	N	N	51-53 years	4344
38-73 years	N	N	N	N	N	N	N	38-73 years	4345
12-62 years	N	N	N	N	N	N	N	12-62 years	4346
22.5-35.5	N	N	N	N	N	N	N	22.5-35.5	4347
< 10 weeks	N	N	N	N	N	N	N	< 10 weeks	4348
21 and 44 years	N	N	N	N	N	N	N	21 and 44 years	4349
62	N	N	N	N	N	N	N	62	4350
16 and 44 years	N	N	N	N	N	N	N	16 and 44 years	4351
18 to 39 years	N	N	N	N	N	N	N	18 to 39 years	4352
38 and 48 years	N	N	N	N	N	N	N	38 and 48 years	4353
38 and 44 years	N	N	N	N	N	N	N	38 and 44 years	4354
47-83 years	N	N	N	N	N	N	N	47-83 years	4355
20 to 60 years	N	N	N	N	N	N	N	20 to 60 years	4356
6 weeks	N	N	N	N	N	N	N	6 weeks	4357
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	4358
4-6 weeks	N	N	N	N	N	N	N	4-6 weeks	4359
20-46 years	N	N	N	N	N	N	N	20-46 years	4360
47 to 57 years	N	N	N	N	N	N	N	47 to 57 years	4361
47 to 63 years	N	N	N	N	N	N	N	47 to 63 years	4362
16-71 years	N	N	N	N	N	N	N	16-71 years	4363
17 to 58 years	N	N	N	N	N	N	N	17 to 58 years	4364
4 weeks	N	N	N	N	N	N	N	4 weeks	4365
12 weeks	N	N	N	N	N	N	N	12 weeks	4366
4-8 weeks	N	N	N	N	N	N	N	4-8 weeks	4367
11 years	N	N	N	N	N	N	N	11 years	4368
17-56	N	N	N	N	N	N	N	17-56	4369
15 to 37 years	N	N	N	N	N	N	N	15 to 37 years	4370
2 months	N	N	N	N	N	N	N	2 months	4371
24-55	N	N	N	N	N	N	N	24-55	4372
40-76 years	N	N	N	N	N	N	N	40-76 years	4373
23-41 years	N	N	N	N	N	N	N	23-41 years	4374
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	4375
21-66  years	N	N	N	N	Y	N	N	21-66 years	4376
32-47 years	N	N	N	N	N	N	N	32-47 years	4377
18 to 30 years	N	N	N	N	N	N	N	18 to 30 years	4378
< 5 weeks	N	N	N	N	N	N	N	< 5 weeks	4379
> 9 weeks	N	N	N	N	N	N	N	> 9 weeks	4380
16-56 years	N	N	N	N	N	N	N	16-56 years	4381
52-78 years	N	N	N	N	N	N	N	52-78 years	4382
